?,,仓店,图,款式编码,商品编码,商品名,颜色及规格,库存,品牌,年份,季节,系列,基本售价,库存明细帐
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931110,连帽加绒卫衣,卡其色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931111,连帽加绒卫衣,卡其色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931112,连帽加绒卫衣,卡其色;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931113,连帽加绒卫衣,卡其色;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931114,连帽加绒卫衣,卡其色;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931115,连帽加绒卫衣,卡其色;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/item/10075491/20231220/D1401BF2F58E4025846EF0D34DC7817D_s238276_h800_w800.jpg,R3410HD693,R3410HD6931116,连帽加绒卫衣,卡其色;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932310,连帽加绒卫衣,橄榄绿;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932311,连帽加绒卫衣,橄榄绿;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932312,连帽加绒卫衣,橄榄绿;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932313,连帽加绒卫衣,橄榄绿;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932314,连帽加绒卫衣,橄榄绿;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932315,连帽加绒卫衣,橄榄绿;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/A79ED7D24D084E569D3EF209552B7F47_s256921_h800_w800.jpg,R3410HD693,R3410HD6932316,连帽加绒卫衣,橄榄绿;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/FBC09589BD634876800C7BC6045BA92E_s255046_h800_w800.jpg,R3410HD693,R3410HD6932510,连帽加绒卫衣,红色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/FBC09589BD634876800C7BC6045BA92E_s255046_h800_w800.jpg,R3410HD693,R3410HD6932511,连帽加绒卫衣,红色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935910,连帽加绒卫衣,灰绿色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935911,连帽加绒卫衣,灰绿色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935912,连帽加绒卫衣,灰绿色;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935913,连帽加绒卫衣,灰绿色;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935914,连帽加绒卫衣,灰绿色;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935915,连帽加绒卫衣,灰绿色;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/1B813E67802D4B9394687FEF62F1772F_s227889_h800_w800.jpg,R3410HD693,R3410HD6935916,连帽加绒卫衣,灰绿色;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939010,连帽加绒卫衣,灰色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939011,连帽加绒卫衣,灰色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939012,连帽加绒卫衣,灰色;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939013,连帽加绒卫衣,灰色;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939014,连帽加绒卫衣,灰色;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939015,连帽加绒卫衣,灰色;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/fms/10075491/20231220/2AA3CCD0F55247318649F2180A7296A4_s245960_h800_w800.jpg,R3410HD693,R3410HD6939016,连帽加绒卫衣,灰色;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,,R3410JC673,R3410JC6733928,羊羔毛拼袖外套,杏色;120,1,runrungo,2023,冬,,329,
,111,杭州银泰线下门店,,R3410JC673,R3410JC6733929,羊羔毛拼袖外套,杏色;130,1,runrungo,2023,冬,,329,
,111,杭州银泰线下门店,,R3410JC673,R3410JC6733930,羊羔毛拼袖外套,杏色;140,1,runrungo,2023,冬,,329,
,111,杭州银泰线下门店,,R3410JC673,R3410JC6733932,羊羔毛拼袖外套,杏色;160,1,runrungo,2023,冬,,329,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910910,可爽绒加绒外套,浅灰色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910911,可爽绒加绒外套,浅灰色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910912,可爽绒加绒外套,浅灰色;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910913,可爽绒加绒外套,浅灰色;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910914,可爽绒加绒外套,浅灰色;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910915,可爽绒加绒外套,浅灰色;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/15F7DB3CB1C64F5A9BFD6B99FC5096F9_s383313_h800_w800.jpg,R3410JC691,R3410JC6910916,可爽绒加绒外套,浅灰色;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915410,可爽绒加绒外套,烟粉色;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915411,可爽绒加绒外套,烟粉色;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915412,可爽绒加绒外套,烟粉色;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915413,可爽绒加绒外套,烟粉色;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915414,可爽绒加绒外套,烟粉色;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915415,可爽绒加绒外套,烟粉色;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/78322B932E0E49F0A8A0E032F6FCF010_s339662_h800_w800.jpg,R3410JC691,R3410JC6915416,可爽绒加绒外套,烟粉色;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916210,可爽绒加绒外套,牛油果绿;100,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916211,可爽绒加绒外套,牛油果绿;110,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916212,可爽绒加绒外套,牛油果绿;120,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916213,可爽绒加绒外套,牛油果绿;130,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916214,可爽绒加绒外套,牛油果绿;140,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916215,可爽绒加绒外套,牛油果绿;150,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/2CBE420D3A594E20AEAB8C53B74233DE_s353521_h800_w800.jpg,R3410JC691,R3410JC6916216,可爽绒加绒外套,牛油果绿;160,1,RUNRUNGO,2023,冬,,179,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923410,加绒卫衣,咖米色;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923411,加绒卫衣,咖米色;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923412,加绒卫衣,咖米色;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923413,加绒卫衣,咖米色;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923414,加绒卫衣,咖米色;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923415,加绒卫衣,咖米色;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/B084C33840C9446D8C2AFE3AB8A6420E_s314280_h800_w800.jpg,R3410SS692,R3410SS6923416,加绒卫衣,咖米色;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923510,加绒卫衣,绿咖色;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923511,加绒卫衣,绿咖色;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923512,加绒卫衣,绿咖色;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923513,加绒卫衣,绿咖色;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923514,加绒卫衣,绿咖色;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923515,加绒卫衣,绿咖色;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/3AD922DC18B74C158492AF0240F74D20_s354339_h800_w800.jpg,R3410SS692,R3410SS6923516,加绒卫衣,绿咖色;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923610,加绒卫衣,蓝色兔子;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923611,加绒卫衣,蓝色兔子;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923612,加绒卫衣,蓝色兔子;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923613,加绒卫衣,蓝色兔子;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923614,加绒卫衣,蓝色兔子;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923615,加绒卫衣,蓝色兔子;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/E1845BAA2A9649618691D47158FDCF43_s353895_h800_w800.jpg,R3410SS692,R3410SS6923616,加绒卫衣,蓝色兔子;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923710,加绒卫衣,黑粉狗狗;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923711,加绒卫衣,黑粉狗狗;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923712,加绒卫衣,黑粉狗狗;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923713,加绒卫衣,黑粉狗狗;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923714,加绒卫衣,黑粉狗狗;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923715,加绒卫衣,黑粉狗狗;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/344B242DC5EE4C0BBA37104AC526FB24_s392303_h800_w800.jpg,R3410SS692,R3410SS6923716,加绒卫衣,黑粉狗狗;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923810,加绒卫衣,黑灰小熊;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923811,加绒卫衣,黑灰小熊;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923812,加绒卫衣,黑灰小熊;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923813,加绒卫衣,黑灰小熊;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923814,加绒卫衣,黑灰小熊;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923815,加绒卫衣,黑灰小熊;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/44FFD11B27FD4BD0B688DB1666F65266_s296609_h800_w800.jpg,R3410SS692,R3410SS6923816,加绒卫衣,黑灰小熊;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923910,加绒卫衣,米黄喵喵;100,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923911,加绒卫衣,米黄喵喵;110,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923912,加绒卫衣,米黄喵喵;120,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923913,加绒卫衣,米黄喵喵;130,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923914,加绒卫衣,米黄喵喵;140,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923915,加绒卫衣,米黄喵喵;150,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/F6A8469D2C9F499489D8A16423ECD20D_s386387_h800_w800.jpg,R3410SS692,R3410SS6923916,加绒卫衣,米黄喵喵;160,1,RUNRUNGO,2023,冬,,169,
,111,杭州银泰线下门店,,R3410SW703,R3410SW7030111,白茶甜心毛衣,米色;110,1,runrungo,2023,冬,,259,
,111,杭州银泰线下门店,,R3410SW703,R3410SW7030112,白茶甜心毛衣,米色;120,1,runrungo,2023,冬,,259,
,111,杭州银泰线下门店,,R3410SW703,R3410SW7030113,白茶甜心毛衣,米色;130,1,runrungo,2023,冬,,259,
,111,杭州银泰线下门店,,R3410SW703,R3410SW7030114,白茶甜心毛衣,米色;140,1,runrungo,2023,冬,,259,
,111,杭州银泰线下门店,,R3410SW703,R3410SW7030115,白茶甜心毛衣,米色;150,1,runrungo,2023,冬,,259,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/084BFC1CC32D4A83A7581B5F387BC1A5_s395668_h800_w800.jpg,R3410SW704,R3410SW7040011,陪伴爱心毛衣,白色;110,1,runrungo,2023,冬,,199,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/084BFC1CC32D4A83A7581B5F387BC1A5_s395668_h800_w800.jpg,R3410SW704,R3410SW7040012,陪伴爱心毛衣,白色;120,1,runrungo,2023,冬,,199,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/FB9D04BF373A44A6AAAAF677BAE3D4A3_s489609_h800_w800.jpg,R3410SW704,R3410SW7049011,陪伴爱心毛衣,灰色;110,1,runrungo,2023,冬,,199,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/FB9D04BF373A44A6AAAAF677BAE3D4A3_s489609_h800_w800.jpg,R3410SW704,R3410SW7049012,陪伴爱心毛衣,灰色;120,1,runrungo,2023,冬,,199,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/05E330016DDF43148546C098B65106A7_s740103_h1494_w1000.jpg,R3410SW705,R3410SW7050111,新年赞诗毛衣,米色;110,1,runrungo,2023,冬,,269,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/05E330016DDF43148546C098B65106A7_s740103_h1494_w1000.jpg,R3410SW705,R3410SW7050112,新年赞诗毛衣,米色;120,1,runrungo,2023,冬,,269,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/05E330016DDF43148546C098B65106A7_s740103_h1494_w1000.jpg,R3410SW705,R3410SW7050113,新年赞诗毛衣,米色;130,1,runrungo,2023,冬,,269,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/05E330016DDF43148546C098B65106A7_s740103_h1494_w1000.jpg,R3410SW705,R3410SW7050114,新年赞诗毛衣,米色;140,1,runrungo,2023,冬,,269,
,111,杭州银泰线下门店,https://images.sursung.com/prod/icloud/10075491/20231227/05E330016DDF43148546C098B65106A7_s740103_h1494_w1000.jpg,R3410SW705,R3410SW7050115,新年赞诗毛衣,米色;150,1,runrungo,2023,冬,,269,
